id,crop
6144,1
4151,1
1426,1
3193,5
6258,2
1498,5
736,5
3583,2
1730,3
3428,1
3090,1
5538,0
549,5
5528,5
6467,2
6435,2
296,0
4075,1
5209,1
4147,6
6695,2
5381,2
3411,2
3039,4
1009,4
6704,0
3168,0
3153,6
6395,0
5718,5
3123,5
6141,5
3195,5
1192,3
3891,3
1328,0
4058,6
5492,0
346,6
5072,1
2488,1
4427,1
1729,1
681,1
6274,3
6245,3
1261,3
87,5
465,5
5375,5
1087,5
3089,2
3662,0
4201,0
4523,0
2206,2
157,5
351,1
764,1
1371,2
5660,2
1726,2
2431,2
6131,3
5291,3
752,4
743,6
3027,4
5040,4
4148,1
2115,6
6758,2
1074,6
842,6
1582,6
2742,6
2575,6
4013,6
3315,6
6752,5
5445,5
4789,5
5638,5
167,5
1425,1
5679,5
1115,1
1163,1
4326,1
5227,0
3378,6
5593,5
6499,5
5669,5
4094,5
6320,5
4262,5
4271,5
2164,0
1385,0
6005,6
1544,3
4102,3
2576,3
3263,3
3667,6
6183,1
3979,3
5273,3
5666,3
1436,1
373,3
4905,3
4977,5
1397,6
308,4
4258,4
1438,4
6039,1
4454,6
2202,0
1501,0
2226,2
1195,2
5446,5
4342,5
1803,0
65,4
2499,4
5754,4
1317,3
1789,3
3671,3
6844,2
3392,3
3578,3
1393,3
6030,3
4557,2
3480,2
322,6
248,6
5330,5
3882,2
5880,2
4080,2
2223,3
231,5
6143,5
4498,5
4534,5
5665,5
3298,5
2603,5
91,5
5763,1
318,1
5784,1
3107,1
2328,0
4975,4
4618,4
5039,6
3554,6
1775,3
6022,5
3593,5
5866,5
5728,5
1840,0
1090,1
5664,1
4528,2
1740,2
2592,0
1215,2
4043,3
5570,3
6198,3
2318,6
3410,6
4471,6
4294,3
4529,3
4666,5
4056,5
265,5
6778,4
5714,1
2087,1
6877,1
789,0
2644,1
5481,0
5721,5
838,5
14,5
3478,3
1662,5
6366,4
5686,4
8,5
4162,5
6556,5
332,5
5156,6
4650,4
3484,4
3550,3
2697,3
2952,1
2835,6
2741,6
339,6
2851,6
4118,6
4633,0
2413,0
2002,0
6012,4
2505,6
622,3
1201,3
2651,3
6831,5
1966,5
1079,0
6622,0
3148,1
4482,3
6802,1
3443,3
6716,1
3641,1
6690,1
1176,0
1061,6
5963,6
4834,2
5938,2
3571,6
196,1
3698,1
1954,3
1926,3
4630,3
2588,5
5960,5
432,0
3910,1
6358,2
4825,1
6654,5
4740,1
3606,1
3334,2
3529,2
2441,3
5607,3
5035,3
84,1
3176,4
2618,1
3185,1
425,5
4558,3
1022,3
4407,4
5060,4
3781,4
604,0
4273,0
2985,0
2470,0
3163,5
6592,1
1728,1
1465,1
4398,2
3475,2
2149,0
4597,2
6854,0
185,4
2375,4
4603,3
747,6
3016,1
5081,3
2795,2
4113,2
2907,6
1412,2
5417,2
2873,6
486,6
3880,6
4391,1
1768,1
5061,6
5424,6
5702,5
4985,1
3721,5
6743,6
2807,6
4937,6
245,1
904,1
4878,1
6468,3
2847,3
1419,1
5766,3
228,1
4504,4
4695,4
2842,1
1652,5
3889,0
4221,4
2753,4
3829,2
6674,2
100,1
5224,1
4169,1
4269,5
3309,2
5064,5
5656,5
1606,5
3861,5
5447,5
2715,5
6648,1
4370,1
2646,1
3347,3
6128,0
254,6
2902,0
221,0
4755,0
3323,5
5143,5
6275,2
4925,4
5416,4
1379,4
5247,3
6319,3
5253,3
376,1
755,1
291,1
3469,5
1175,5
188,6
6539,0
1832,2
5965,4
3790,2
501,2
5913,4
2874,0
5540,5
2957,3
3978,3
6385,3
672,3
4793,3
1964,4
6487,1
5377,1
3509,5
5407,1
1702,5
216,1
2020,1
5812,1
4568,1
5420,4
506,4
5572,0
6484,5
1153,3
6317,1
4600,5
4081,3
1978,3
4417,1
4405,3
3817,6
347,3
1533,3
333,3
6565,1
5550,5
6029,5
6414,5
6458,5
6444,0
4942,3
746,3
2287,5
1557,3
4522,2
3800,1
3592,1
4938,1
259,4
3101,2
6820,3
5402,3
3127,3
5790,3
599,3
45,5
4392,5
3488,5
6312,2
6602,2
2812,2
3905,2
4284,2
4051,4
2153,1
3898,1
426,1
1193,1
805,5
410,1
6340,1
3616,4
438,2
4539,2
434,0
4535,2
5861,6
3308,5
3442,2
1961,5
5274,3
5097,2
4077,2
1049,6
626,6
3295,5
210,1
3728,1
6329,1
2133,6
51,4
1109,6
3893,6
3932,6
6771,3
6315,1
4808,4
4088,3
5859,6
5106,2
1979,2
5153,6
3922,6
5489,4
5354,0
5944,0
2272,4
5132,6
4401,4
1741,6
705,0
3513,0
4001,4
5674,4
5563,3
3010,4
527,0
1870,0
565,6
1509,5
2191,1
640,0
1406,0
730,3
5884,3
4240,3
325,1
290,0
4379,0
4974,0
5785,0
4593,0
4546,2
4428,5
5979,5
1599,0
864,5
5566,5
5840,0
5518,6
6445,6
2182,3
5388,3
371,3
1965,6
6661,6
3032,6
6103,4
2647,5
5013,5
5307,5
4739,5
4935,5
6248,5
3494,5
5900,0
5003,0
1446,0
2818,0
122,0
479,3
5371,3
4960,5
6618,3
3425,5
4477,3
940,2
1872,2
5045,2
439,2
847,5
3984,2
2333,2
4828,1
3131,1
1173,2
3682,4
2663,6
1566,0
1665,6
4531,1
3422,5
4769,5
279,5
1912,5
1467,5
3611,5
4104,3
5958,3
3832,3
1553,3
1101,3
3226,3
6691,3
1888,2
577,2
59,5
4280,5
787,0
2364,0
4383,0
1545,3
6664,3
2301,3
4947,3
1183,6
1760,6
6330,1
5939,0
1786,6
5851,6
4903,2
420,2
5267,2
553,5
1618,2
2119,6
1562,2
1414,2
443,2
4369,6
4371,0
1672,0
6712,4
4295,6
1543,0
181,2
3396,4
794,6
1330,5
4338,2
1400,5
5729,5
1864,5
5250,0
3244,2
4990,4
530,4
5853,0
710,0
2229,0
1315,2
558,0
5807,1
2225,1
5753,1
6495,3
907,3
3288,3
5849,3
5589,2
1869,5
3731,5
1835,5
2908,5
3626,5
926,5
6017,0
4950,0
15,4
6238,4
315,3
5690,0
4901,1
1161,0
1423,1
1512,1
4881,1
1620,1
1212,0
1578,0
3664,3
5397,3
6076,3
5736,3
2302,3
1844,3
6035,3
4927,0
1373,5
4096,5
5286,6
1323,5
5103,4
1657,1
4692,0
4302,3
3543,3
3856,5
2638,3
1032,6
6653,0
3783,0
3077,2
6491,6
3269,6
1010,6
6660,6
4207,4
691,4
533,4
4714,4
6066,4
652,4
33,0
4490,0
44,0
3270,0
2233,1
964,0
1511,1
4607,1
6077,0
3477,3
1569,3
6354,1
2271,3
6676,1
5140,5
4656,2
2458,5
26,6
4886,6
63,0
1044,0
2582,0
3043,4
227,2
5826,0
5781,0
5902,3
3066,1
1703,3
2126,3
969,1
4508,5
2763,4
2053,6
5345,5
1782,5
2596,2
2303,5
2024,5
2168,5
2955,5
4035,2
4464,6
2138,2
252,2
3541,2
5434,5
5216,4
4750,4
6100,4
5755,6
6213,6
4335,6
5762,5
2183,2
5079,6
4233,1
2004,0
641,1
6279,0
4660,0
1477,0
297,3
303,3
3989,3
5077,3
6026,3
1718,3
1893,4
2802,4
655,0
1561,0
5199,0
4006,0
240,0
783,6
1354,4
1018,3
2298,4
977,0
809,0
3836,5
4602,4
257,1
893,2
4709,1
2410,1
2543,1
3470,1
4814,1
6564,5
6843,0
3114,2
5372,2
1357,2
1454,2
2098,2
6239,3
1670,0
3929,5
1894,5
6059,5
3734,3
2439,4
3934,3
2699,3
5004,5
4771,5
3940,4
4677,4
2323,4
6060,1
2778,1
1092,1
4817,3
124,2
6888,0
1921,0
4196,2
1859,6
3240,5
6375,5
3080,5
4564,0
598,0
75,0
1339,3
1416,1
6883,0
2124,0
4624,3
5378,3
2722,5
149,5
6849,5
5459,5
453,2
2770,2
4236,2
3025,2
808,2
2862,2
3227,1
5797,1
1558,3
1119,3
6846,3
810,1
1129,5
834,5
4108,2
5306,0
6598,1
3752,1
1235,1
1225,1
1669,2
1940,2
6057,1
4260,1
2622,1
1615,1
4832,1
2107,1
1027,6
6276,0
5184,2
349,1
452,2
662,1
172,1
1405,1
5179,3
4456,3
422,0
2510,0
6486,0
881,5
5947,5
1253,2
2706,2
6085,2
6171,2
3980,5
6429,5
4331,5
102,5
4840,4
5649,4
6544,4
2310,1
2357,1
4966,4
3349,4
6045,4
6798,2
6492,5
135,5
2684,5
3661,5
6629,5
6256,5
4601,1
3463,1
2288,1
6337,5
1600,5
4072,6
1671,5
6711,5
807,5
462,5
879,3
3126,1
4871,2
5193,1
4462,0
3383,0
799,0
354,0
5201,1
1073,4
4588,3
2063,3
144,3
380,3
1340,6
3366,1
5473,1
121,1
4679,0
1360,5
418,5
3492,5
5437,2
1514,2
5889,2
4304,2
2245,2
5026,2
555,2
1916,2
3406,3
1941,3
1485,3
5748,3
1272,3
6464,4
1411,0
6053,3
6301,3
1471,1
2189,3
5394,2
4617,1
5523,1
5982,1
2662,0
3047,0
3007,0
3006,1
6478,5
4047,1
3337,1
6105,5
3125,0
6082,0
1268,3
414,3
4092,0
2954,3
654,3
4017,0
1891,3
5382,0
3159,3
5086,3
3404,5
773,1
5636,5
589,5
3774,5
4519,5
3018,6
4993,0
3758,0
2868,0
701,2
3379,0
3834,5
5682,4
677,4
4794,3
4625,1
2498,3
2263,6
3927,4
693,5
1513,5
3717,5
6562,5
6064,3
110,5
2937,5
3820,3
3053,5
5935,4
3467,4
1795,4
856,5
5642,5
4532,2
5231,5
2418,5
2627,5
4299,5
1880,2
3204,5
2057,5
2345,5
3257,5
5076,0
1468,3
5075,5
2707,2
4952,2
4168,2
3944,2
107,0
29,4
3704,3
2112,6
5858,3
4716,3
751,1
3050,1
584,1
1220,5
2523,3
6117,3
4586,3
5931,3
548,1
5340,0
4039,3
6416,3
3450,6
3560,2
6647,2
6750,2
6217,2
1922,2
344,5
5019,2
5152,2
1575,4
5626,2
6470,4
2932,1
2678,1
1905,1
4172,6
2077,4
90,6
5822,6
4253,6
3414,1
2916,6
6422,1
624,4
69,5
889,5
3238,0
5233,3
4449,6
4541,0
6264,0
3139,0
947,0
877,5
2316,5
6441,1
293,1
6782,4
1876,6
445,0
3862,1
3268,1
6881,1
2031,0
5583,0
4594,3
4967,3
4093,3
4582,3
2977,3
6804,5
4823,5
367,1
3289,1
6406,4
5693,4
2045,1
3265,6
5344,2
6324,2
2177,0
6705,0
3660,0
3409,0
5503,4
4866,0
5303,6
4879,1
1807,1
1186,1
5028,0
2199,0
3528,0
2615,5
5242,5
6751,5
151,5
5595,6
1033,6
1383,6
915,6
1305,1
2142,1
2402,1
4883,6
509,6
2227,2
4941,2
5380,2
4366,2
1945,0
4537,6
748,6
6273,5
3915,5
1805,4
1310,5
1611,1
3024,6
911,5
2570,5
3023,3
2276,5
3964,2
4994,2
2577,3
1902,3
471,6
3995,6
6290,0
5619,0
4507,0
6514,0
3668,3
896,6
5223,0
4195,6
1773,6
3181,0
251,2
1209,4
2585,2
3732,4
5657,6
4982,0
3426,3
1128,3
2781,3
4386,4
1593,1
2521,1
3290,4
57,1
1699,1
1322,3
176,3
3064,5
5998,5
2882,6
6856,2
6383,2
292,6
1142,6
5862,3
3149,1
183,3
1170,3
2447,5
2943,6
3235,6
6177,0
2252,0
1086,3
2676,0
5066,2
1172,2
3837,0
2387,3
6594,3
6649,5
4761,3
4365,3
4635,3
5782,3
6715,2
2283,2
2997,3
613,3
2399,3
4472,3
2515,4
3589,4
1430,2
3939,5
1748,2
6219,5
505,1
415,1
1897,1
272,1
5212,1
1706,5
4672,2
4030,6
3680,6
4615,5
5768,5
2351,2
106,5
1344,4
6675,2
3764,4
5946,1
6008,1
3749,1
952,0
3002,2
6694,2
6786,5
1504,5
2688,5
6862,0
3614,5
4352,1
4264,5
1121,1
6380,1
5339,1
3132,1
1024,1
4851,1
3386,5
6630,3
3377,3
3413,3
416,4
2157,2
6613,2
2284,2
4154,2
564,5
478,5
5879,5
5648,5
1203,0
1224,0
142,3
2155,0
3787,3
5907,2
5010,2
3393,3
5911,3
2877,3
605,3
1194,1
1956,2
2594,4
2167,4
4545,4
1756,6
497,6
2022,6
2166,6
6748,5
3370,5
3666,5
4024,3
721,3
2370,3
1025,3
5241,4
1295,4
6898,4
1496,4
5741,0
1520,0
4997,6
6642,6
5008,1
2984,1
5269,3
2893,3
2519,3
5842,3
5021,2
1302,2
108,2
1754,3
1351,3
6522,5
5484,5
2963,0
3539,0
3815,1
2825,1
931,1
1973,1
336,4
6046,6
3362,6
4842,1
4194,6
1649,6
937,6
5951,3
1580,3
5941,3
387,3
6342,3
6182,0
6532,2
2704,2
5843,2
724,0
765,0
286,6
4270,6
6055,5
4353,5
307,0
4577,0
1860,1
5680,6
2925,6
2921,0
5370,0
4290,0
6094,0
6250,0
1791,5
6090,0
3551,5
1634,2
6536,2
4845,2
5852,2
184,2
3044,2
71,2
4084,2
711,2
421,2
1020,3
3433,3
2181,3
3091,3
737,3
4631,5
1260,5
1666,5
3710,5
2716,6
3003,6
3274,6
4463,1
6402,0
6571,6
2771,2
6126,2
1210,2
1695,1
4939,5
6480,5
1095,5
3796,3
6872,3
6189,5
4141,3
1630,4
3937,4
1881,4
4614,6
1612,2
978,2
6112,1
6520,1
3870,1
848,0
2805,0
3166,5
3757,0
6300,3
47,3
5678,3
1350,6
2312,1
446,5
1743,3
3968,3
3809,3
5485,2
5899,2
