id,crop
6144,1
4151,1
1426,1
3193,1
6258,3
1498,2
736,5
3583,2
1730,5
3428,5
3090,4
5538,5
549,5
5528,5
6467,5
6435,5
296,0
4075,1
5209,1
4147,6
6695,2
5381,2
3411,2
3039,4
1009,4
6704,0
3168,0
3153,6
6395,0
5718,0
3123,5
6141,5
3195,4
1192,3
3891,3
1328,1
4058,0
5492,6
346,6
5072,1
2488,1
4427,1
1729,0
681,1
6274,3
6245,3
1261,3
87,5
465,5
5375,2
1087,5
3089,0
3662,0
4201,0
4523,0
2206,2
157,5
351,5
764,1
1371,1
5660,2
1726,2
2431,2
6131,2
5291,4
752,4
743,6
3027,4
5040,4
4148,4
2115,2
6758,2
1074,6
842,6
1582,6
2742,6
2575,0
4013,6
3315,6
6752,1
5445,5
4789,5
5638,5
167,5
1425,5
5679,5
1115,1
1163,1
4326,1
5227,5
3378,5
5593,5
6499,5
5669,5
4094,5
6320,5
4262,5
4271,5
2164,0
1385,0
6005,6
1544,3
4102,3
2576,1
3263,3
3667,3
6183,1
3979,3
5273,3
5666,3
1436,1
373,1
4905,5
4977,3
1397,3
308,1
4258,1
1438,1
6039,1
4454,4
2202,2
1501,0
2226,2
1195,5
5446,5
4342,5
1803,0
65,4
2499,4
5754,6
1317,3
1789,3
3671,3
6844,3
3392,3
3578,3
1393,3
6030,3
4557,6
3480,5
322,6
248,6
5330,5
3882,4
5880,2
4080,2
2223,2
231,5
6143,5
4498,5
4534,5
5665,5
3298,5
2603,5
91,5
5763,5
318,1
5784,1
3107,1
2328,6
4975,1
4618,4
5039,0
3554,6
1775,0
6022,5
3593,5
5866,5
5728,5
1840,0
1090,5
5664,5
4528,2
1740,1
2592,0
1215,3
4043,3
5570,3
6198,3
2318,6
3410,4
4471,4
4294,3
4529,3
4666,5
4056,5
265,5
6778,4
5714,1
2087,1
6877,1
789,1
2644,0
5481,0
5721,0
838,5
14,5
3478,3
1662,0
6366,6
5686,4
8,5
4162,5
6556,5
332,5
5156,4
4650,4
3484,4
3550,3
2697,3
2952,6
2835,6
2741,6
339,6
2851,6
4118,6
4633,1
2413,0
2002,0
6012,0
2505,3
622,3
1201,3
2651,3
6831,5
1966,5
1079,0
6622,0
3148,1
4482,3
6802,1
3443,5
6716,5
3641,2
6690,4
1176,4
1061,2
5963,2
4834,2
5938,2
3571,6
196,1
3698,1
1954,3
1926,3
4630,3
2588,0
5960,0
432,1
3910,1
6358,5
4825,1
6654,5
4740,1
3606,1
3334,5
3529,2
2441,3
5607,3
5035,3
84,4
3176,4
2618,4
3185,1
425,5
4558,3
1022,5
4407,3
5060,4
3781,4
604,4
4273,0
2985,0
2470,0
3163,5
6592,1
1728,1
1465,1
4398,2
3475,2
2149,2
4597,2
6854,6
185,4
2375,4
4603,3
747,6
3016,1
5081,0
2795,2
4113,2
2907,6
1412,6
5417,2
2873,6
486,6
3880,6
4391,1
1768,1
5061,6
5424,6
5702,5
4985,5
3721,5
6743,1
2807,6
4937,6
245,1
904,1
4878,1
6468,3
2847,3
1419,3
5766,3
228,1
4504,6
4695,0
2842,0
1652,0
3889,4
4221,4
2753,4
3829,4
6674,2
100,1
5224,1
4169,1
4269,2
3309,2
5064,5
5656,5
1606,5
3861,5
5447,5
2715,5
6648,5
4370,1
2646,1
3347,6
6128,0
254,0
2902,0
221,0
4755,0
3323,5
5143,2
6275,1
4925,2
5416,2
1379,4
5247,4
6319,0
5253,3
376,3
755,1
291,1
3469,1
1175,5
188,0
6539,3
1832,2
5965,0
3790,4
501,2
5913,2
2874,2
5540,0
2957,3
3978,3
6385,3
672,3
4793,3
1964,3
6487,1
5377,1
3509,5
5407,1
1702,5
216,1
2020,1
5812,1
4568,1
5420,4
506,4
5572,0
6484,5
1153,3
6317,5
4600,1
4081,3
1978,3
4417,3
4405,3
3817,3
347,3
1533,3
333,3
6565,1
5550,5
6029,5
6414,5
6458,5
6444,0
4942,3
746,3
2287,3
1557,3
4522,4
3800,1
3592,1
4938,1
259,5
3101,5
6820,3
5402,3
3127,3
5790,3
599,3
45,6
4392,0
3488,2
6312,2
6602,2
2812,2
3905,2
4284,2
4051,4
2153,0
3898,5
426,1
1193,1
805,5
410,1
6340,1
3616,4
438,2
4539,2
434,2
4535,2
5861,5
3308,3
3442,2
1961,5
5274,6
5097,2
4077,2
1049,6
626,3
3295,5
210,1
3728,4
6329,1
2133,1
51,6
1109,6
3893,6
3932,6
6771,1
6315,4
4808,4
4088,2
5859,6
5106,6
1979,2
5153,6
3922,6
5489,0
5354,2
5944,4
2272,4
5132,6
4401,6
1741,6
705,0
3513,0
4001,0
5674,0
5563,4
3010,3
527,0
1870,0
565,1
1509,5
2191,1
640,0
1406,5
730,6
5884,3
4240,3
325,1
290,1
4379,0
4974,0
5785,0
4593,5
4546,0
4428,1
5979,5
1599,5
864,5
5566,5
5840,0
5518,6
6445,6
2182,3
5388,3
371,3
1965,6
6661,6
3032,6
6103,2
2647,5
5013,5
5307,2
4739,5
4935,5
6248,5
3494,5
5900,3
5003,0
1446,0
2818,3
122,0
479,3
5371,3
4960,1
6618,5
3425,5
4477,0
940,2
1872,2
5045,4
439,2
847,5
3984,4
2333,2
4828,2
3131,2
1173,2
3682,4
2663,6
1566,6
1665,6
4531,1
3422,5
4769,2
279,5
1912,5
1467,5
3611,5
4104,3
5958,3
3832,3
1553,3
1101,3
3226,3
6691,3
1888,2
577,2
59,5
4280,5
787,1
2364,0
4383,3
1545,3
6664,3
2301,3
4947,3
1183,6
1760,4
6330,1
5939,0
1786,6
5851,6
4903,2
420,2
5267,2
553,2
1618,2
2119,2
1562,2
1414,2
443,2
4369,6
4371,6
1672,4
6712,4
4295,0
1543,6
181,4
3396,4
794,6
1330,5
4338,5
1400,5
5729,5
1864,2
5250,0
3244,4
4990,4
530,4
5853,2
710,2
2229,2
1315,2
558,0
5807,1
2225,1
5753,1
6495,3
907,2
3288,3
5849,5
5589,5
1869,5
3731,5
1835,5
2908,5
3626,5
926,5
6017,0
4950,0
15,4
6238,3
315,3
5690,0
4901,1
1161,5
1423,1
1512,1
4881,1
1620,1
1212,0
1578,0
3664,3
5397,3
6076,3
5736,3
2302,3
1844,3
6035,3
4927,1
1373,6
4096,5
5286,6
1323,6
5103,4
1657,4
4692,4
4302,3
3543,3
3856,5
2638,5
1032,6
6653,6
3783,6
3077,2
6491,2
3269,6
1010,4
6660,4
4207,4
691,4
533,4
4714,2
6066,5
652,5
33,0
4490,0
44,0
3270,0
2233,5
964,1
1511,1
4607,1
6077,6
3477,3
1569,3
6354,3
2271,3
6676,1
5140,5
4656,2
2458,5
26,6
4886,6
63,6
1044,0
2582,0
3043,0
227,5
5826,5
5781,5
5902,3
3066,3
1703,3
2126,3
969,4
4508,4
2763,4
2053,5
5345,2
1782,5
2596,6
2303,5
2024,5
2168,5
2955,5
4035,6
4464,2
2138,2
252,2
3541,2
5434,2
5216,4
4750,4
6100,4
5755,6
6213,3
4335,5
5762,6
2183,6
5079,6
4233,1
2004,1
641,1
6279,0
4660,0
1477,0
297,6
303,3
3989,3
5077,3
6026,3
1718,3
1893,4
2802,0
655,0
1561,0
5199,6
4006,0
240,0
783,0
1354,3
1018,1
2298,1
977,0
809,6
3836,5
4602,6
257,1
893,6
4709,1
2410,1
2543,3
3470,1
4814,1
6564,5
6843,5
3114,0
5372,2
1357,2
1454,2
2098,2
6239,2
1670,5
3929,5
1894,0
6059,5
3734,2
2439,3
3934,3
2699,3
5004,5
4771,5
3940,4
4677,4
2323,4
6060,4
2778,3
1092,1
4817,3
124,2
6888,2
1921,0
4196,2
1859,0
3240,5
6375,5
3080,5
4564,0
598,0
75,0
1339,0
1416,1
6883,0
2124,3
4624,3
5378,3
2722,5
149,5
6849,5
5459,5
453,2
2770,2
4236,2
3025,2
808,2
2862,2
3227,1
5797,1
1558,3
1119,3
6846,3
810,1
1129,5
834,5
4108,0
5306,0
6598,1
3752,1
1235,2
1225,1
1669,2
1940,2
6057,4
4260,4
2622,1
1615,1
4832,1
2107,1
1027,1
6276,0
5184,0
349,1
452,1
662,1
172,3
1405,1
5179,3
4456,3
422,0
2510,0
6486,0
881,5
5947,5
1253,2
2706,1
6085,2
6171,2
3980,5
6429,5
4331,5
102,5
4840,4
5649,4
6544,4
2310,1
2357,1
4966,1
3349,4
6045,4
6798,2
6492,5
135,5
2684,5
3661,5
6629,5
6256,5
4601,1
3463,1
2288,1
6337,5
1600,5
4072,2
1671,5
6711,5
807,5
462,2
879,3
3126,1
4871,1
5193,1
4462,0
3383,0
799,0
354,1
5201,4
1073,1
4588,3
2063,3
144,3
380,3
1340,6
3366,1
5473,1
121,1
4679,2
1360,5
418,5
3492,5
5437,2
1514,2
5889,2
4304,2
2245,2
5026,2
555,2
1916,2
3406,3
1941,3
1485,3
5748,3
1272,3
6464,0
1411,0
6053,0
6301,2
1471,3
2189,3
5394,5
4617,1
5523,1
5982,1
2662,0
3047,5
3007,0
3006,1
6478,5
4047,1
3337,1
6105,1
3125,3
6082,3
1268,3
414,3
4092,0
2954,5
654,5
4017,0
1891,3
5382,0
3159,3
5086,0
3404,3
773,3
5636,5
589,5
3774,5
4519,5
3018,0
4993,0
3758,0
2868,2
701,2
3379,2
3834,5
5682,4
677,4
4794,4
4625,1
2498,3
2263,1
3927,4
693,5
1513,5
3717,5
6562,5
6064,3
110,5
2937,5
3820,3
3053,5
5935,4
3467,5
1795,4
856,3
5642,5
4532,4
5231,5
2418,4
2627,0
4299,5
1880,5
3204,5
2057,3
2345,2
3257,3
5076,0
1468,3
5075,3
2707,2
4952,2
4168,4
3944,2
107,0
29,2
3704,3
2112,3
5858,3
4716,1
751,1
3050,1
584,1
1220,1
2523,3
6117,3
4586,3
5931,3
548,1
5340,3
4039,4
6416,4
3450,5
3560,2
6647,2
6750,2
6217,2
1922,2
344,2
5019,2
5152,2
1575,4
5626,2
6470,6
2932,1
2678,1
1905,1
4172,1
2077,4
90,3
5822,6
4253,6
3414,1
2916,4
6422,1
624,4
69,5
889,4
3238,4
5233,3
4449,6
4541,0
6264,0
3139,5
947,0
877,5
2316,5
6441,1
293,1
6782,5
1876,6
445,1
3862,1
3268,1
6881,1
2031,0
5583,0
4594,3
4967,3
4093,3
4582,3
2977,3
6804,5
4823,5
367,1
3289,1
6406,4
5693,4
2045,1
3265,1
5344,6
6324,2
2177,0
6705,0
3660,0
3409,0
5503,1
4866,4
5303,1
4879,3
1807,3
1186,3
5028,0
2199,0
3528,0
2615,5
5242,5
6751,3
151,5
5595,6
1033,6
1383,6
915,6
1305,1
2142,1
2402,1
4883,6
509,6
2227,2
4941,2
5380,2
4366,2
1945,2
4537,6
748,0
6273,5
3915,6
1805,4
1310,5
1611,1
3024,6
911,5
2570,6
3023,3
2276,2
3964,2
4994,4
2577,2
1902,3
471,3
3995,6
6290,0
5619,0
4507,0
6514,3
3668,3
896,6
5223,0
4195,6
1773,0
3181,0
251,2
1209,4
2585,4
3732,4
5657,6
4982,3
3426,3
1128,3
2781,3
4386,3
1593,1
2521,1
3290,1
57,1
1699,1
1322,3
176,3
3064,5
5998,5
2882,5
6856,2
6383,2
292,2
1142,3
5862,1
3149,6
183,3
1170,3
2447,3
2943,6
3235,6
6177,3
2252,3
1086,6
2676,1
5066,2
1172,2
3837,2
2387,3
6594,3
6649,5
4761,3
4365,3
4635,3
5782,3
6715,2
2283,2
2997,3
613,1
2399,3
4472,4
2515,2
3589,4
1430,2
3939,5
1748,2
6219,3
505,1
415,1
1897,1
272,1
5212,1
1706,6
4672,2
4030,6
3680,2
4615,2
5768,2
2351,2
106,5
1344,4
6675,5
3764,1
5946,1
6008,1
3749,1
952,0
3002,2
6694,2
6786,2
1504,5
2688,0
6862,0
3614,0
4352,5
4264,5
1121,1
6380,1
5339,2
3132,1
1024,1
4851,1
3386,1
6630,3
3377,3
3413,3
416,4
2157,2
6613,2
2284,2
4154,2
564,3
478,5
5879,5
5648,5
1203,5
1224,0
142,0
2155,0
3787,2
5907,0
5010,6
3393,3
5911,3
2877,3
605,5
1194,5
1956,5
2594,4
2167,4
4545,3
1756,6
497,6
2022,6
2166,6
6748,5
3370,5
3666,5
4024,3
721,3
2370,3
1025,3
5241,4
1295,4
6898,4
1496,4
5741,6
1520,2
4997,6
6642,1
5008,2
2984,1
5269,1
2893,3
2519,3
5842,2
5021,2
1302,2
108,2
1754,2
1351,5
6522,5
5484,5
2963,0
3539,5
3815,1
2825,1
931,1
1973,1
336,4
6046,6
3362,1
4842,1
4194,1
1649,6
937,6
5951,3
1580,3
5941,3
387,3
6342,3
6182,0
6532,2
2704,2
5843,2
724,0
765,4
286,6
4270,0
6055,2
4353,6
307,0
4577,0
1860,6
5680,6
2925,6
2921,0
5370,0
4290,0
6094,0
6250,0
1791,0
6090,0
3551,5
1634,2
6536,2
4845,2
5852,2
184,4
3044,4
71,2
4084,4
711,4
421,2
1020,3
3433,3
2181,3
3091,3
737,5
4631,5
1260,5
1666,6
3710,6
2716,6
3003,6
3274,6
4463,6
6402,6
6571,6
2771,2
6126,2
1210,2
1695,2
4939,5
6480,5
1095,5
3796,5
6872,3
6189,3
4141,3
1630,4
3937,4
1881,4
4614,2
1612,2
978,1
6112,1
6520,1
3870,1
848,4
2805,0
3166,0
3757,0
6300,3
47,3
5678,3
1350,5
2312,1
446,5
1743,3
3968,3
3809,3
5485,2
5899,2
