,area_shp
538,6.625708011324045e-05
539,1.3954905732078917e-05
540,1.5022610465468868e-05
541,0.0001927604794398805
542,4.275189166896125e-05
543,8.888070396820775e-05
544,0.0001162149528731325
545,4.831689259182051e-05
546,1.9566347885367044e-05
547,4.8896795290350896e-05
548,4.3883970794482074e-05
549,7.371702689952758e-05
550,0.00012406107858215233
551,8.74877875693528e-05
552,7.358984185919462e-05
553,5.447541662349498e-05
554,3.0283505414476656e-05
555,3.533949158568239e-05
556,0.00013499841779507084
557,9.812456629572793e-05
558,0.00014678863809741802
559,6.929760891686613e-05
560,4.143124178093465e-05
561,0.00013222705190415386
562,0.00018920609068449827
563,5.598156135192351e-05
564,1.682319949967073e-05
565,7.881894930761145e-05
566,3.640712896122633e-05
567,4.6289122316830035e-05
568,0.00011773517305158731
569,1.7080581884601927e-05
570,3.1750608944576234e-05
571,0.00015039187566138798
572,5.882782906127694e-05
573,1.69482592167371e-05
574,0.00019462079781511194
575,0.00012558996049374883
576,0.00013188041782016618
577,7.676966192756073e-05
578,9.363476511255268e-05
579,4.131536679034498e-05
580,2.8092357235056526e-05
581,0.0001508221647562663
582,5.6077664660624396e-05
583,2.6960984093377e-05
584,9.025788863558309e-05
585,6.747855961909452e-05
586,0.00010395805152041295
587,9.949317929039436e-05
588,0.00015379412690800473
589,5.7166478595020034e-05
590,7.55617220322528e-05
591,0.00019934075459918137
592,3.0440915437840092e-05
593,0.00010770937624750741
594,3.7459598911466626e-05
595,6.840659273601752e-05
596,1.8798589075354944e-05
597,5.3846828826431775e-05
598,2.612222689459438e-05
599,0.0001132554881264656
600,0.0001123023757917515
601,0.00015074429456455105
602,6.687760776528033e-05
603,1.5500219024505388e-05
604,3.683066100280304e-05
605,0.00012314245073845242
606,1.8471554305924037e-05
607,0.00017739271702560204
608,0.00015876501971946182
609,0.00013826583971952185
610,2.3352139783219646e-05
611,2.104468109027282e-05
612,6.690828705858048e-05
613,3.3338650119313166e-05
614,1.4598403327496955e-05
615,3.833806330940131e-05
616,4.387977375471646e-05
617,1.4054327603877785e-05
618,0.00013251757713553806
619,4.8379854191223056e-05
620,5.443987644680947e-05
621,5.188163989578657e-05
622,8.500123892120088e-05
623,5.0826803487955055e-05
624,3.886778086356769e-05
625,0.00010070768826904184
626,2.5427550726237484e-05
627,4.8368940218325615e-05
628,2.129011693857491e-05
629,3.6315317078453765e-05
630,9.43920441464493e-05
631,0.00013544906850772412
632,1.9361312539716834e-05
633,0.00012387861654986954
634,5.2934654517830584e-05
635,3.781442009743235e-05
636,2.1814467390949753e-05
637,8.885509003883061e-05
638,4.927397755579864e-05
639,3.5743940325386925e-05
640,4.6178925431823306e-05
641,0.00014262852030672945
642,3.43997946516326e-05
643,3.512366868352912e-05
644,8.746850102929079e-05
645,0.00015553546294614308
646,8.55566203646982e-05
647,5.0719806968527306e-05
648,0.00013420227494014586
649,1.5494389642840817e-05
650,5.444509156699419e-05
651,0.00013041793396499076
652,9.150738964457728e-05
653,6.900716146938333e-05
654,1.5075298010483978e-05
655,5.121920321653936e-05
656,1.5647894492946836e-05
657,0.00017821019710752544
658,0.000131332899807548
659,0.0001126354049132402
660,6.471610772860843e-05
661,6.891304120580713e-05
662,1.3921977769316756e-05
663,8.646079409750704e-05
664,8.587518502475175e-05
665,6.606862473371938e-05
666,4.599518395776442e-05
667,3.8259117539537566e-05
668,2.4505058611890972e-05
669,4.9915193366923065e-05
670,8.122668342844677e-05
671,5.7981652427224326e-05
672,9.216392556451359e-05
673,0.00011620260364189168
674,5.560106847271276e-05
675,2.963676864317911e-05
676,1.3001807840802196e-05
677,3.86560733630067e-05
678,5.037405344710359e-05
679,0.00011653891126966815
680,0.00019290553475467205
681,7.98252286820489e-05
682,0.00014633322711801177
683,0.00011810813023932483
684,6.0478869621725764e-05
685,8.467277169338731e-05
686,5.7881957478944604e-05
687,3.520215874740529e-05
688,0.00012152016140852369
689,3.2180778496669846e-05
690,4.580864085756391e-05
691,4.9261907677274835e-05
692,9.878761580641945e-05
693,0.00012013147402049926
694,4.925189684628951e-05
695,3.309718621382638e-05
696,7.072517471608649e-05
697,0.00014891915043457941
698,9.901465733945535e-05
699,5.179198236171695e-05
700,8.948687151840598e-05
701,1.5340555752233417e-05
702,2.1752105679079777e-05
703,9.809819089392885e-05
704,0.0001609639824636886
705,5.729479776381713e-05
706,4.473586032468673e-05
707,4.869865602776358e-05
708,7.266975118267794e-05
709,2.052173779392302e-05
710,0.00017051567757233005
711,0.00012136143895754294
712,2.3910861783419934e-05
713,9.967700806355762e-05
714,4.739160641841564e-05
715,0.0001967725883034749
716,0.00016162472907312487
717,0.00014908604351384326
718,4.8383543034891347e-05
719,4.23917349950392e-05
720,0.00012077998417540746
721,2.350158850958055e-05
722,0.00011826850934872878
723,6.292660271413141e-05
724,0.0001572125428480505
725,9.193937511973623e-05
726,4.073302896636548e-05
727,3.0450668564026197e-05
728,0.00010462316995937843
729,4.121081195718069e-05
730,0.000114520922694522
731,0.00016222038480480244
732,6.257574955033414e-05
733,3.812066916824313e-05
734,3.973969314148963e-05
735,0.00013397157968520374
736,6.423284930932295e-05
737,8.421323519731966e-05
738,1.7340356985676134e-05
739,0.00010795073618255033
740,3.175028422774074e-05
741,0.00010937168238861697
742,0.00011629017477490142
743,0.00011609178268591396
744,5.7652677946276404e-05
745,7.004269638567553e-05
746,3.2645184030857736e-05
747,2.2915148574578218e-05
748,0.0001152274170777933
749,7.111456576959377e-05
750,3.537198416024984e-05
751,0.00012064802188072094
752,9.136237365251202e-05
753,2.1930961205402536e-05
754,8.601687172385675e-05
755,7.575462513275704e-05
756,0.00010272956887734135
757,9.35676763887741e-05
758,1.4383419911748066e-05
759,2.404185716172446e-05
760,8.584640945352298e-05
761,4.619521808578661e-05
762,4.9871995039814105e-05
763,4.839106947071138e-05
764,0.0001163130467955648
765,2.8298018017275174e-05
766,7.360616681027192e-05
767,1.376024946581271e-05
768,7.29265849987884e-05
769,4.6699683440247654e-05
770,0.0001352956065897971
771,4.168687037348989e-05
772,4.529030701824868e-05
773,3.420749275095093e-05
774,8.04466322811582e-05
775,0.00018603649326205565
776,4.0572930597280154e-05
777,7.487095571611853e-05
778,4.6034291735382054e-05
779,5.115715679533964e-05
780,2.719525262644792e-05
781,9.924604039890981e-05
782,2.2205993601951138e-05
783,4.253394991126108e-05
784,9.280134673807263e-05
785,0.0001293350721115779
786,6.327583357792855e-05
787,0.00011303764328578621
788,0.00013354086081900012
789,7.695745390077649e-05
790,0.0001140482269757103
791,0.00014763521449442257
792,0.00010469821248521967
793,0.00013752624236459133
794,2.384895529099371e-05
795,3.3999671762955095e-05
796,4.7521690829260416e-05
797,5.83057001726675e-05
798,5.91154845213027e-05
799,0.00015011130627182935
800,0.0001798246549520406
801,3.199870018636967e-05
802,5.8897697815553e-05
803,9.49284589890505e-05
804,0.0001079636216701299
805,0.00010136521677829864
806,0.00013065361190927387
807,1.7649109770474113e-05
808,9.7041893616877e-05
809,0.00016603270587627902
810,4.522039002874603e-05
811,6.482047557607558e-05
812,7.641246594178337e-05
813,8.194631454612544e-05
814,8.75496649506662e-05
815,3.41403229151726e-05
816,2.2596767853890692e-05
817,6.149300363770867e-05
818,4.2579369135152234e-05
819,3.786578875068915e-05
820,2.3252555375221327e-05
821,7.074351519549018e-05
822,0.00012353657811961042
823,2.8110394801456237e-05
824,0.00014621701121251212
825,5.913592127759527e-05
826,0.00011716147336705692
827,5.032798681693666e-05
828,9.124293508776345e-05
829,2.3439427251395518e-05
830,0.00014399733500948877
831,5.1251528504230106e-05
832,0.0001162366829752403
833,0.00013490120066209283
834,7.005800596425733e-05
835,4.319872367122758e-05
836,3.296805121769672e-05
837,6.96785370218694e-05
838,3.902386157788951e-05
839,2.5689052285298125e-05
840,2.2030906372427897e-05
841,3.034970007124626e-05
842,0.00012310034628748427
843,0.0001412969266403674
844,0.00016504343422700014
845,6.850631370980914e-05
846,6.579067408683873e-05
847,6.0521682460363204e-05
848,4.379674938550848e-05
849,8.767433804689797e-05
850,5.7580630717509356e-05
851,7.592502254789133e-05
852,0.00015339251515515432
853,5.630563881536263e-05
854,3.0063156516307195e-05
855,2.5621077556081156e-05
856,2.4594326682147556e-05
857,0.0001841717482025317
858,1.440352353199858e-05
859,0.000122053272249307
860,2.375157081409535e-05
861,5.6933307562048846e-05
862,2.9356826521247387e-05
863,5.923710471060409e-05
864,2.76932894596933e-05
865,1.5782016191142278e-05
866,5.051422237259967e-05
867,3.78807418219682e-05
868,0.00010976935431834452
869,7.936690129068646e-05
870,0.00011063266172568753
871,1.979885941139191e-05
872,5.0980821829490985e-05
873,6.944996820459987e-05
874,0.00016580825982528844
875,1.451050795921493e-05
876,7.729811679942804e-05
877,9.749603061351898e-05
878,0.000129798706567744
879,4.001193550980493e-05
880,0.00013839536142745858
881,6.888677140742893e-05
882,6.923606894334658e-05
883,0.00012128392789843135
884,0.00014262852030672945
885,5.386388571212221e-05
886,3.792393259214157e-05
887,9.055287144784766e-05
888,9.846364914359025e-05
889,6.82044985606822e-05
890,9.026259316160127e-05
891,6.420272293093291e-05
892,0.00012263645040036438
893,3.068501994220764e-05
894,5.627266547200209e-05
895,9.039037841854107e-05
896,0.00017057819627457017
897,3.201250949814052e-05
898,6.069539132958378e-05
899,0.00015808239317436623
900,5.0206898415491084e-05
901,0.00010596602281314
902,3.1253564459584095e-05
903,0.00016852573488984637
904,0.0001379572280344649
905,3.9103747759965575e-05
906,5.4460410796755144e-05
907,7.263978321067029e-05
908,2.948524587658274e-05
909,2.5684588183355452e-05
910,7.846961335758104e-05
911,2.5465366680286226e-05
912,2.531356934576251e-05
913,0.00015651716435866194
914,3.3182531846968486e-05
915,2.546415656422631e-05
916,1.9110725534888663e-05
917,0.00015973416778199817
918,3.0169165722676215e-05
919,0.00017021726733222207
920,0.00010233083323527061
921,6.736499022099846e-05
922,4.138874785976829e-05
923,0.00011492727810445347
924,0.00011676090339603787
925,8.617318454843601e-05
926,0.000132176775686793
927,7.007795603037226e-05
928,1.904465926517554e-05
929,5.0150328304496015e-05
930,7.673945681451532e-05
931,0.00011342492544159649
932,5.1280408345542666e-05
933,4.6553759954915166e-05
934,0.00019194595497717154
935,7.134153002705729e-05
936,5.848994849470922e-05
937,2.7395181785918026e-05
938,2.495015052652055e-05
939,6.40502797189971e-05
940,2.8353655617610566e-05
941,0.0001416686650912905
942,4.124797011419882e-05
943,1.4903274749291272e-05
944,4.581176631140244e-05
945,0.0001871118186140313
946,6.312207531261217e-05
947,0.00012474334601988171
948,4.178068282380597e-05
949,8.713843073659344e-05
950,2.4635482310591094e-05
951,0.0001514811994078677
952,7.271374043577562e-05
953,1.912243489052436e-05
954,6.751625980701685e-05
955,2.454064707380881e-05
956,7.816647916112859e-05
957,0.00011605272529363259
958,9.121703023513099e-05
959,5.9126066825320684e-05
960,0.00014406665251658326
961,8.325618468659968e-05
962,1.2985814438578863e-05
963,0.00015824346294938496
964,7.08655834665209e-05
965,6.832501226905603e-05
966,8.614896518023782e-05
967,0.00011427409034533391
968,0.0001645632556832426
969,5.646870618294239e-05
970,1.9302144767039372e-05
971,0.0001803040430097801
972,7.586668588121315e-05
973,3.6772604316342986e-05
974,9.150849853166938e-05
975,4.86689927607711e-05
976,7.949036147944252e-05
977,4.126918959635198e-05
978,0.00010480460553022612
979,7.946715050400026e-05
980,1.3998748186206275e-05
981,9.444558286282823e-05
982,5.7190977289264705e-05
983,8.042132995427031e-05
984,3.758384626363368e-05
985,0.00013848378416963082
986,9.285330773360582e-05
987,2.901726722394337e-05
988,7.72108997868366e-05
989,3.161919084983225e-05
990,5.974316592451829e-05
991,0.00015746082507880077
992,1.3808943707133887e-05
993,0.0001816190044918854
994,3.8694319775262265e-05
995,5.5792032118547944e-05
996,2.5786157475628024e-05
997,9.680116987686439e-05
998,2.6017934793573242e-05
999,0.00010130110279003889
1000,7.451485275688674e-05
1001,7.347567745248774e-05
1002,1.8511354856407807e-05
1003,0.00016195720406088238
1004,6.587166482043371e-05
1005,2.956236773303076e-05
1006,4.1065835518270795e-05
1007,2.204886309165047e-05
1008,2.954469958600417e-05
1009,2.3765651264395403e-05
1010,7.132271825420132e-05
1011,4.1791361099535696e-05
1012,4.774952099033807e-05
1013,4.33636086805508e-05
1014,8.025979888362105e-05
1015,5.794004962890623e-05
1016,4.2523454456270344e-05
1017,0.00012879069762161246
1018,8.719011176683623e-05
1019,2.6322808242722753e-05
1020,9.635473797793175e-05
1021,3.196752269989013e-05
1022,6.996430113083157e-05
1023,8.41570657872507e-05
1024,2.4249613620122424e-05
1025,3.243718152792689e-05
1026,4.9661840568352334e-05
1027,0.00012170886042779045
1028,4.034742773741575e-05
1029,5.675463471881296e-05
1030,6.224529388216254e-05
1031,2.838866254168042e-05
1032,3.6530900339206656e-05
1033,4.5614163093383736e-05
1034,2.9165349446213695e-05
1035,3.119593364669785e-05
1036,5.003496746611814e-05
1037,1.4435872538786193e-05
1038,6.729431540856547e-05
1039,5.793697042610365e-05
1040,1.3950316261028327e-05
1041,0.00011715808240415604
1042,6.546756665747854e-05
1043,6.932896020624135e-05
1044,3.296992460794965e-05
1045,0.00013909291251636981
1046,0.00011891186306181434
1047,2.0313045793656434e-05
1048,7.609704684713282e-05
1049,3.947534699571162e-05
1050,1.9013253574596795e-05
1051,7.68784642611702e-05
1052,3.0180698009843704e-05
1053,9.427312726031667e-05
1054,4.9399884820242146e-05
1055,3.380492493758401e-05
1056,2.384177271444023e-05
1057,3.667320317876067e-05
1058,1.7694271745637007e-05
1059,0.00017522320945536943
1060,4.463682200739663e-05
1061,1.687179861391996e-05
1062,0.00013727840835729718
1063,6.182662915479754e-05
1064,1.5566020525418475e-05
1065,3.980667871752988e-05
1066,8.174337600375525e-05
1067,0.00011006368686837599
1068,0.00015942629805310124
1069,0.00016100683725419525
1070,2.8660599556277042e-05
1071,4.3007977753914376e-05
1072,5.59979958041299e-05
